,Kernel,Average False Confidence Before Retraining,Attack,batch_size,eps,eps_step,max_iter,name
114,rbf,0.3544149661756202,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 1}",1,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
115,rbf,0.3006504029270983,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
116,rbf,0.27174458006828356,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 1}",1,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
117,rbf,0.2288959701741268,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 100, 'batch_size': 1}",1,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
118,rbf,0.3078807267999141,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 10}",10,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
119,rbf,0.2285872604642526,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.0001, 'max_iter': 100, 'batch_size': 10}",10,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
120,rbf,0.29028015190325135,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 100}",100,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
121,rbf,0.19513199548386015,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
122,rbf,0.19471087436266973,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
123,rbf,0.3103010702061133,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
124,rbf,0.3014863492384907,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
125,rbf,0.27176396204223524,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 1}",1,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
126,rbf,0.27220276952376615,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 10}",10,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
127,rbf,0.27416304397877256,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 100}",100,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
128,rbf,0.30304623247774576,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
129,rbf,0.31336538709558964,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1, 'batch_size': 100}",100,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
130,rbf,0.2570428967580538,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
131,rbf,0.3042165126743065,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
132,rbf,0.3274904761732101,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
133,rbf,0.2910737533927717,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 100}",100,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
134,rbf,0.21396490315220418,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
135,rbf,0.3529776220111872,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
136,rbf,0.3045224014184059,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 100}",100,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
137,rbf,0.3085987699622386,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 100}",100,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
138,rbf,0.3810739311330584,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 10}",10,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
139,rbf,0.28864736911929695,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 1}",1,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
140,rbf,0.31501392993527555,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
141,rbf,0.30899548651364084,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.0001, 'max_iter': 1, 'batch_size': 1}",1,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
142,rbf,0.5418370588083967,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
143,rbf,0.36464658777861986,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
144,rbf,0.5063377384406254,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
145,rbf,0.2805378344798521,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
146,rbf,0.30652571098846987,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 1}",1,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
147,rbf,0.30711917028652114,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
148,rbf,0.37615455644353946,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
149,rbf,0.30146887850113663,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
150,rbf,0.31399279752980136,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 10}",10,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
151,rbf,0.272180790243812,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 1}",1,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
152,rbf,0.28880749318158605,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 100, 'batch_size': 100}",100,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
153,rbf,0.28873736972578395,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.01, 'max_iter': 10, 'batch_size': 100}",100,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
154,rbf,0.34387331228720874,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
155,rbf,0.19513199548386015,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
156,rbf,0.2034779181821511,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
157,rbf,0.3944837108704762,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 10, 'batch_size': 1}",1,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
158,rbf,0.3070922987000839,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1, 'batch_size': 1}",1,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
159,rbf,0.19293876021545522,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
160,rbf,0.3078410144972477,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.01,10,art.attacks.evasion.ProjectedGradientDescent
161,rbf,0.3345609794071373,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
162,rbf,0.3114086589843684,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
163,rbf,0.2986706919857802,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 10}",10,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
164,rbf,0.30230113138819087,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
165,rbf,0.2738071795979537,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 1, 'batch_size': 1}",1,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
166,rbf,0.42620839474970135,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 1000, 'batch_size': 10}",10,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
167,rbf,0.29119101904128103,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 100, 'batch_size': 100}",100,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
168,rbf,0.19440216807344055,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
169,rbf,0.1944920726310784,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
170,rbf,0.2841041595808902,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 100}",100,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
171,rbf,0.25575956675748407,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
172,rbf,0.3116420041047241,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
173,rbf,0.27434949938341285,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1, 'batch_size': 100}",100,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
174,rbf,0.2557980311889296,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
175,rbf,0.29799959952149496,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 100}",100,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
176,rbf,0.2936211624261493,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
177,rbf,0.3413945851996011,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
178,rbf,0.34450416762232855,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.1, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
179,rbf,0.3753514443387993,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
180,rbf,0.39143790719494365,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
181,rbf,0.28749322584506004,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
182,rbf,0.28883796383809374,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 10}",10,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
183,rbf,0.25806192697000785,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
184,rbf,0.288001026526985,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 10}",10,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
185,rbf,0.35150817801063333,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 100}",100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
186,rbf,0.2926657533919607,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 100}",100,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
187,rbf,0.2569286166775031,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
188,rbf,0.33151683163784557,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 1}",1,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
189,rbf,0.3513012732349795,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 10}",10,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
190,rbf,0.3099972749789397,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 1000, 'batch_size': 10}",10,0.001,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
191,rbf,0.2882682852822916,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1000, 'batch_size': 100}",100,0.01,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
192,rbf,0.3059850593606892,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1, 'batch_size': 100}",100,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
193,rbf,0.27337033593877974,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 100}",100,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
194,rbf,0.3125473240018302,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
195,rbf,0.19471087436266973,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
196,rbf,0.1923050359810271,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
197,rbf,0.272126338143785,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 10}",10,0.1,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
198,rbf,0.26226814489880956,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 100}",100,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
199,rbf,0.2937409916912581,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
200,rbf,0.2979522105881057,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 100}",100,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
201,rbf,0.3075583826510551,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
202,rbf,0.19333780033863993,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
203,rbf,0.2742063903078804,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 1, 'batch_size': 100}",100,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
204,rbf,0.4394598041292708,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
205,rbf,0.23382121306763845,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 10, 'batch_size': 1}",1,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
206,rbf,0.193615343674012,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
207,rbf,0.24842413614877745,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 100}",100,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
208,rbf,0.3567144512378757,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 1000, 'batch_size': 1}",1,0.1,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
209,rbf,0.19513199548386015,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
210,rbf,0.2671478236456661,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
